date,table_name,has_pks,pk_duplicates
2024-09-09 13:53:54,h_address,True,134356.0
2024-09-09 13:53:56,h_answer,True,0.0
2024-09-09 13:54:03,h_condition,True,0.0
2024-09-09 13:54:03,h_exposure,True,0.0
2024-09-09 13:54:04,h_facility,True,0.0
2024-09-09 13:54:05,h_facility_organization,True,2212.0
2024-09-09 13:54:05,h_facility_personnel,True,0.0
2024-09-09 13:54:06,h_facility_visit,True,0.0
2024-09-09 13:54:17,h_form,True,52.0
2024-09-09 13:54:18,h_lab,True,2.0
2024-09-09 13:54:23,h_labtest,True,4.0
2024-09-09 13:54:27,h_outbreak,True,0.0
2024-09-09 13:54:28,h_person,True,1.0
2024-09-09 13:54:31,h_person_condition,True,0.0
2024-09-09 13:54:35,h_person_occupation,True,0.0
2024-09-09 13:54:37,h_person_travel,True,0.0
2024-09-09 13:54:40,h_person_treatment,True,0.0
2024-09-09 13:54:40,h_question,True,0.0
2024-09-09 13:54:41,h_race,True,7.0
2024-09-09 13:54:42,h_school,True,0.0
2024-09-09 13:54:43,h_school_district,True,0.0
2024-09-09 13:54:43,h_tag,True,0.0
2024-09-09 13:54:44,h_treatment,True,0.0
2024-09-09 13:54:45,h_vaccination,True,161.0
2024-09-09 13:54:49,h_vaccine,True,0.0
2024-09-09 13:54:49,h_vaccine_code,True,18.0
2024-09-09 13:54:50,h_vaccine_inventory,True,0.0
2024-09-09 13:54:52,h_vaccine_order,True,0.0
2024-09-09 13:54:52,l_condition_outbreak,True,24.0
2024-09-09 13:54:53,l_facility_address,True,0.0
2024-09-09 13:54:54,l_facility_lab,True,18.0
2024-09-09 13:54:56,l_facility_organization_personnel,True,0.0
2024-09-09 13:54:57,l_lab_labtest,True,0.0
2024-09-09 13:54:59,l_person_address,True,0.0
2024-09-09 13:55:03,l_person_condition,True,0.0
2024-09-09 13:55:07,l_person_condition_exposure,True,0.0
2024-09-09 13:55:08,l_person_condition_facility_visit,True,15686.0
2024-09-09 13:55:09,l_person_condition_lab,True,0.0
2024-09-09 13:55:11,l_person_condition_outbreak,True,19.0
2024-09-09 13:55:12,l_person_condition_person_occupation,True,0.0
2024-09-09 13:55:14,l_person_condition_person_travel,True,0.0
2024-09-09 13:55:15,l_person_condition_person_treatment,True,0.0
2024-09-09 13:55:15,l_person_condition_tag,True,0.0
2024-09-09 13:55:16,l_person_condition_treatment,True,1.0
2024-09-09 13:55:17,l_person_form_question_response,True,0.0
2024-09-09 13:55:24,l_person_person_occupation,True,0.0
2024-09-09 13:55:25,l_person_race,True,0.0
2024-09-09 13:55:27,l_person_vaccination,True,0.0
2024-09-09 13:55:34,l_school_address,True,0.0
2024-09-09 13:55:35,l_school_district_address,True,0.0
2024-09-09 13:55:36,l_vaccination_facility,True,1.0
2024-09-09 13:55:40,s_address_main,True,30953.0
2024-09-09 13:55:42,s_address_other,True,30005.0
2024-09-09 13:55:46,s_answer,True,46.0
2024-09-09 13:55:52,s_condition_main,True,0.0
2024-09-09 13:55:53,s_exposure_main,True,0.0
2024-09-09 13:55:54,s_facility_clinic,True,0.0
2024-09-09 13:55:54,s_facility_clinic_personnel,True,6026.0
2024-09-09 13:55:56,s_facility_contact,True,0.0
2024-09-09 13:55:57,s_facility_main,True,3087.0
2024-09-09 13:55:58,s_facility_org_address,True,0.0
2024-09-09 13:55:58,s_facility_organization,True,348.0
2024-09-09 13:55:59,s_facility_personnel,True,0.0
2024-09-09 13:56:00,s_facility_personnel_address,True,0.0
2024-09-09 13:56:01,s_facility_visit,True,40.0
2024-09-09 13:56:03,s_form,True,0.0
2024-09-09 13:56:04,s_lab_labtest,True,0.0
2024-09-09 13:56:07,s_lab_main,True,33.0
2024-09-09 13:56:09,s_outbreak,True,0.0
2024-09-09 13:56:10,s_person_address,True,0.0
2024-09-09 13:56:13,s_person_alias,True,1.0
2024-09-09 13:56:15,s_person_clinic_program,True,0.0
2024-09-09 13:56:17,s_person_condition,True,0.0
2024-09-09 13:56:19,s_person_condition_workflow,True,0.0
2024-09-09 13:56:20,s_person_contact,True,1.0
2024-09-09 13:56:25,s_person_immigration,True,1.0
2024-09-09 13:56:27,s_person_occupation,True,32.0
2024-09-09 13:56:28,s_person_pregnant,True,0.0
2024-09-09 13:56:29,s_person_profile_main,True,0.0
2024-09-09 13:56:35,s_person_profile_other,True,0.0
2024-09-09 13:56:38,s_person_relationship,True,1.0
2024-09-09 13:56:40,s_person_travel,True,0.0
2024-09-09 13:56:41,s_person_treatment,True,3.0
2024-09-09 13:56:42,s_question,True,0.0
2024-09-09 13:56:43,s_race_main,True,0.0
2024-09-09 13:56:44,s_school_district,True,0.0
2024-09-09 13:56:44,s_school_main,True,19594.0
2024-09-09 13:56:45,s_tag_main,True,0.0
2024-09-09 13:56:46,s_treatment_main,True,0.0
2024-09-09 13:56:47,s_vaccination_adverse_reaction,True,0.0
2024-09-09 13:56:48,s_vaccination_main,True,0.0
2024-09-09 13:56:50,s_vaccination_other,True,0.0
2024-09-09 13:56:54,s_vaccine_code_main,True,0.0
2024-09-09 13:56:55,s_vaccine_inventory,True,0.0
2024-09-09 13:56:56,s_vaccine_main,True,536.0
2024-09-09 13:56:57,s_vaccine_order_line,True,0.0
2024-09-09 13:56:59,s_vaccine_order_main,True,0.0
2024-09-09 13:57:00,s_vaccine_return,True,0.0
2024-09-09 13:57:01,s_vaccine_transaction,True,0.0
2024-09-17 10:36:49,h_address,True,277914.0
2024-09-17 10:36:54,h_answer,True,0.0
2024-09-17 10:37:02,h_condition,True,0.0
2024-09-17 10:37:03,h_exposure,True,0.0
